company,Date,ROE(%),EPS
2317,2013,14.44,8.16
2317,2012,14.16,8.03
2317,2011,14.52,7.65
2317,2010,15.28,8.01
2317,2009,17.58,8.84
2317,2008,14.58,7.44
2317,2007,25.32,12.35
2317,2006,27.53,11.59
2317,2005,27.51,10.21
2317,2004,27.38,9.21
2317,2003,29.96,9.99
2317,2002,26.95,8.18
2317,2001,25.83,7.4
2317,2000,26.16,7.11
2321,2016,13.24,0.16
2321,2015,-16.33,-0.27
2321,2014,-6.2,-0.29
2321,2013,6.57,0.02
2321,2012,-53.84,-2.26
2321,2011,-41.65,-1.94
2321,2010,-24.49,-1.84
2321,2009,-19.61,-2
2321,2008,-20.09,-2.49
2321,2007,-18.64,-2.51
2321,2006,6.79,1.28
2321,2005,7.42,1.25
2321,2004,9.53,1.28
2321,2003,2.89,0.38
2321,2002,1.56,0.21
2321,2001,1.58,0.22
2321,2000,9.12,1.36
2323,2016,-9.72,-1.17
2323,2015,-10.97,-1.31
2323,2014,-5.98,-0.67
2323,2013,-11.57,-1.31
2323,2012,-2.42,-0.23
2323,2011,-5.45,-0.61
2323,2010,-15.07,-2.1
2323,2009,-7.33,-1.08
2323,2008,-12.91,-2.19
2323,2007,-3.76,-0.69
2323,2006,0.64,0.1
2323,2005,-0.8,-0.13
2323,2004,-1.37,-0.25
2323,2003,14.27,2.54
2323,2002,-0.71,-0.08
2323,2001,8.29,1.55
2323,2000,14.98,2.49
2324,2016,8.08,1.88
2324,2015,8.35,2.01
2324,2014,7.32,1.63
2324,2013,2.7,0.57
2324,2012,6.32,1.47
2324,2011,9.43,2.53
2324,2010,20.48,5.38
2324,2009,20.56,4.91
2324,2008,15.76,3.26
2324,2007,19.49,3.58
2324,2006,15.23,2.35
2324,2005,15.14,2.43
2324,2004,11.76,1.95
2324,2003,21.36,3.8
2324,2002,19.22,3.21
2324,2001,14.93,2.66
2324,2000,20.38,3.84
2325,2016,14.52,3.19
2325,2015,12.28,2.81
2325,2014,17.45,3.77
2325,2013,9.67,1.9
2325,2012,9.48,1.83
2325,2011,8.06,1.56
2325,2010,9.05,1.81
2325,2009,14.36,2.82
2325,2008,9.85,2.03
2325,2007,26.53,5.8
2325,2006,25.69,4.91
2325,2005,20.43,3.59
2325,2004,13.55,2.09
2325,2003,10.16,1.55
2325,2002,1.63,0.23
2325,2001,-4.45,-0.64
2325,2000,15.38,2.33
2327,2016,15.99,6.83
2327,2015,14.4,5.48
2327,2014,14.15,2.3
2327,2013,4.71,0.75
2327,2012,3.2,0.48
2327,2011,5.16,0.76
2327,2010,13.51,1.89
2327,2009,2.39,0.31
2327,2008,2.12,0.25
2327,2007,7.58,0.9
2327,2006,7.48,0.82
2327,2005,1.44,0.13
2327,2004,-34.09,-4.51
2327,2003,-2.2,-0.35
2327,2002,-12.1,-2.05
2327,2001,9.33,1.59
2327,2000,15.75,3.31
2328,2016,11.06,2.15
2328,2015,4.08,0.55
2328,2014,3.24,0.4
2328,2013,4.29,0.63
2328,2012,5.23,0.79
2328,2011,-0.44,-0.47
2328,2010,3.35,0.66
2328,2009,5.86,1.3
2328,2008,5.62,1.46
2328,2007,8.01,2.43
2328,2006,8.19,1.63
2328,2005,12.2,1.98
2328,2004,12.25,2
2328,2003,6.47,1.02
2328,2002,3.12,0.42
2328,2001,3.28,0.41
2328,2000,5.03,0.5
2329,2016,7.85,0.63
2329,2015,18.86,1.3
2329,2014,14.03,0.82
2329,2013,-4.31,-0.36
2329,2012,1.43,0.01
2329,2011,-3.36,-0.71
2329,2010,1.67,-0.31
2329,2009,-27.47,-2.18
2329,2008,0.4,0.03
2329,2007,-13.03,-0.66
2329,2006,-8.15,-0.2
2329,2005,-12.02,-0.97
2329,2004,-45.34,-4.01
2329,2003,-37.83,-2.65
2329,2002,-29.54,-3.14
2329,2001,-24.01,-2.98
2329,2000,0.75,0.1
2330,2016,25.59,12.89
2330,2015,27.02,11.82
2330,2014,27.85,10.18
2330,2013,23.94,7.26
2330,2012,24.45,6.41
2330,2011,22.21,5.18
2330,2010,30.11,6.24
2330,2009,18.27,3.45
2330,2008,20.7,3.86
2330,2007,21.99,4.14
2330,2006,26.29,4.93
2330,2005,22.15,3.79
2330,2004,25.35,3.97
2330,2003,15.12,2.33
2330,2002,7.53,1.14
2330,2001,5.39,0.83
2330,2000,30.83,5.71
2331,2016,-6.65,-1.7
2331,2015,7.25,2.07
2331,2014,7.52,2.09
2331,2013,18.52,3.44
2331,2012,1.78,0.31
2331,2011,2.05,0.36
2331,2010,0.46,0.12
2331,2009,3.68,0.69
2331,2008,1.41,0.27
2331,2007,3.89,0.71
2331,2006,-7.03,-1.25
2331,2005,3.46,0.71
2331,2004,-4.95,-0.86
2331,2003,4.75,1.04
2331,2002,27.4,6.76
2331,2001,38.31,6.89
2331,2000,41.23,7.97
2332,2016,-8.67,-1.5
2332,2015,-15.06,-2.9
2332,2014,0.83,0.1
2332,2013,4.96,1.06
2332,2012,5.68,1.23
2332,2011,6.7,1.52
2332,2010,8.3,1.89
2332,2009,3.7,0.79
2332,2008,8.23,2.12
2332,2007,20.98,5.03
2332,2006,18.86,3.79
2332,2005,14.72,2.74
2332,2004,23.91,4.82
2332,2003,13.94,2.75
2332,2002,9.24,1.69
2332,2001,10.68,2.15
2332,2000,10.9,2.26
2337,2016,-1.34,-0.07
2337,2015,-20.45,-1.19
2337,2014,-25.23,-1.83
2337,2013,-19.96,-1.79
2337,2012,-14.26,-1.55
2337,2011,6.37,0.86
2337,2010,17.66,2.33
2337,2009,14.2,1.74
2337,2008,11.81,1.45
2337,2007,13.57,1.55
2337,2006,6.61,0.7
2337,2005,-23.24,-2.41
2337,2004,0.69,0.05
2337,2003,-27.64,-2.13
2337,2002,-30.96,-3.1
2337,2001,-1.98,-0.26
2337,2000,29.91,4.37
2338,2016,-6.98,-0.71
2338,2015,-3.44,-0.15
2338,2014,1.44,0.25
2338,2013,1.62,0.17
2338,2012,3.94,0.45
2338,2011,4.17,0.51
2338,2010,5.29,0.77
2338,2009,2.86,0.3
2338,2008,3.32,0.39
2338,2007,15.68,2.41
2338,2006,12.8,1.91
2338,2005,14.6,2
2338,2004,14.94,2.02
2338,2003,11.23,1.51
2338,2002,11.54,1.45
2338,2001,11.95,1.55
2338,2000,12.61,1.74
2340,2016,10.94,1.57
2340,2015,7.5,1.05
2340,2014,7.58,1.03
2340,2013,5.88,0.77
2340,2012,4.7,0.62
2340,2011,6.36,0.83
2340,2010,10.24,1.26
2340,2009,3.33,0.4
2340,2008,5.33,0.67
2340,2007,15.36,1.8
2340,2006,14.61,-1.39
2340,2005,-19.9,-1.8
2340,2004,-16.38,-1.76
2340,2003,-12.1,-1.82
2340,2002,0.97,0.23
2340,2001,-0.65,0.16
2340,2000,11.4,1.93
2342,2016,-14.63,-0.33
2342,2015,-67.16,-2.65
2342,2014,-17.93,-1.09
2342,2013,-37.62,-3.17
2342,2012,-24.49,-2.56
2342,2011,-31.97,-2.42
2342,2010,-11.69,-1.15
2342,2009,-10.4,-1.15
2342,2008,-78.93,-9.38
2342,2007,1.36,0.31
2342,2006,25.47,4.19
2342,2005,5.53,0.94
2342,2004,27.76,3.37
2342,2003,-35.17,-1.08
2342,2002,-67.69,-4.64
2342,2001,-49.17,-6.1
2342,2000,6.37,0.73
2344,2016,7.36,0.81
2344,2015,8.75,0.9
2344,2014,8.54,0.83
2344,2013,0.82,0.06
2344,2012,-4.54,-0.5
2344,2011,-1.81,-0.23
2344,2010,10.35,0.97
2344,2009,-23.63,-2.36
2344,2008,-16.58,-2
2344,2007,-10.79,-1.57
2344,2006,4.18,0.62
2344,2005,-2.63,-0.35
2344,2004,5.54,0.81
2344,2003,-1.97,-0.26
2344,2002,-6.74,-0.96
2344,2001,-14.83,-2.41
2344,2000,14.34,2.83
2345,2016,22.18,3.51
2345,2015,14.82,2.19
2345,2014,8.78,1.21
2345,2013,7.83,1.06
2345,2012,12.24,1.68
2345,2011,12.22,1.66
2345,2010,13.09,2.02
2345,2009,8.77,1.23
2345,2008,5.55,0.75
2345,2007,-4.42,-0.48
2345,2006,0.15,0.04
2345,2005,-4.54,-0.58
2345,2004,-10.32,-1.14
2345,2003,-28.34,-4.85
2345,2002,9.72,2.13
2345,2001,14.59,3.75
2345,2000,10.47,2.43
2347,2016,11.68,2.92
2347,2015,7.59,2.01
2347,2014,11.74,3.16
2347,2013,12.91,3.32
2347,2012,13.89,3.69
2347,2011,18.45,4.67
2347,2010,16.13,3.68
2347,2009,16.17,3.64
2347,2008,12.16,2.73
2347,2007,15.32,3.54
2347,2006,11.49,2.65
2347,2005,13.78,3.16
2347,2004,12.52,3.01
2347,2003,13.05,3.33
2347,2002,15.19,3.82
2347,2001,10.02,2.45
2347,2000,11.65,3.27
2348,2016,0.92,0.12
2348,2015,8.29,1.06
2348,2014,39.58,4.13
2348,2013,92.48,4.18
2348,2012,-2118.26,-52.32
2348,2011,30.44,0.17
2348,2010,-240.55,-4.11
2348,2009,-86.15,-1.3
2348,2008,-15.45,-0.93
2348,2007,4.75,0.57
2348,2006,-7.71,-0.99
2348,2005,-15.98,-0.48
2348,2004,-70.34,-3.45
2348,2003,-49.9,-4.01
2348,2002,8.56,0.8
2348,2001,-84.58,-4.11
2348,2000,-12.37,-0.91
2349,2016,-13.98,-1.28
2349,2015,-10.57,-0.84
2349,2014,-15.39,-1.29
2349,2013,-12.73,-1.22
2349,2012,-7.66,-0.86
2349,2011,-7.02,-0.87
2349,2010,-3.61,-0.51
2349,2009,-10.61,-1.54
2349,2008,-17.24,-2.68
2349,2007,-0.26,0.01
2349,2006,-28.41,-5.76
2349,2005,-5.95,-1.12
2349,2004,-11.03,-3.2
2349,2003,1.74,0.64
2349,2002,-6.49,-1.85
2349,2001,4.05,1.71
2349,2000,16.65,7.35
2351,2016,15.36,4
2351,2015,12.53,3.16
2351,2014,16.73,3.95
2351,2013,13.19,2.69
2351,2012,8.49,1.56
2351,2011,5.13,0.83
2351,2010,19.39,3.73
2351,2009,10.66,1.83
2351,2008,3.99,0.63
2351,2007,16.89,2.82
2351,2006,20.11,3.06
2351,2005,10.54,1.42
2351,2004,13.33,1.69
2351,2003,5.94,0.72
2351,2002,-1.08,-0.16
2351,2001,-3.76,-0.48
2351,2000,2.77,0.36
2352,2016,12.65,2.21
2352,2015,7.2,1.1
2352,2014,12.24,1.51
2352,2013,6.42,0.36
2352,2012,-14.43,-1.32
2352,2011,-13.31,-1.74
2352,2010,13.42,1.94
2352,2009,-4.1,-0.94
2352,2008,-12.15,-1.7
2352,2007,23.33,3.11
2352,2006,-76.59,-10.78
2352,2005,-11.85,-2.12
2352,2004,15.43,3.3
2352,2003,16.61,3.63
2352,2002,19.91,4.53
2352,2001,9.79,2.19
2352,2000,17.8,4.27
2353,2016,-7.93,-1.62
2353,2015,0.95,0.2
2353,2014,3.06,0.66
2353,2013,-31.46,-7.54
2353,2012,-3.86,-1.07
2353,2011,-7.77,-2.52
2353,2010,16.17,5.71
2353,2009,12.92,4.31
2353,2008,14.52,4.72
2353,2007,16.27,5.48
2353,2006,14.23,4.45
2353,2005,13.08,3.83
2353,2004,11.19,3.38
2353,2003,11.13,3.61
2353,2002,13.24,4.46
2353,2001,2.54,0.22
2353,2000,18.4,4.67
2354,2016,10.84,7.59
2354,2015,14.08,8.76
2354,2014,12.4,6.84
2354,2013,10.76,5.39
2354,2012,14.44,6.79
2354,2011,15.29,6.84
2354,2010,15.51,6.85
2354,2009,14.76,6.44
2354,2008,14.35,7.32
2354,2007,23.25,11.92
2354,2006,30.26,9.71
2354,2005,30.41,6.34
2354,2004,22.87,4.07
2354,2003,31.05,7.07
2354,2002,9.4,1.23
2354,2001,11.18,1.5
2354,2000,31.55,3.43
2355,2016,15.35,6.26
2355,2015,12.51,4.97
2355,2014,12.16,4.45
2355,2013,13.28,4.39
2355,2012,12.87,3.9
2355,2011,10.7,2.91
2355,2010,9.78,2.52
2355,2009,9.94,2.45
2355,2008,6.76,1.62
2355,2007,20.44,4.62
2355,2006,11.97,2.54
2355,2005,11.13,2.18
2355,2004,10.54,2.1
2355,2003,10.08,2.07
2355,2002,9.25,2.04
2355,2001,12.22,2.83
2355,2000,9.33,2.27
2356,2016,8.06,1.57
2356,2015,7.82,1.55
2356,2014,10.56,1.98
2356,2013,10.58,1.97
2356,2012,3.23,0.9
2356,2011,-2,0.79
2356,2010,7.73,1.18
2356,2009,10.54,1.64
2356,2008,13.95,2.08
2356,2007,14.11,2.32
2356,2006,16.17,2.45
2356,2005,10.49,1.48
2356,2004,8.57,1.13
2356,2003,15.44,2.1
2356,2002,13.45,1.86
2356,2001,16.75,2.29
2356,2000,19.95,2.79
2357,2016,11.09,25.85
2357,2015,10.32,23.02
2357,2014,13.03,26.21
2357,2013,16.27,28.66
2357,2012,18.43,29.79
2357,2011,15.14,21.99
2357,2010,11.87,7.72
2357,2009,8.43,2.94
2357,2008,10.29,3.88
2357,2007,18.84,7.43
2357,2006,16.83,5.65
2357,2005,16.48,5.2
2357,2004,19.18,5.91
2357,2003,16.41,5.07
2357,2002,15.19,5.02
2357,2001,27.04,8.19
2357,2000,32.46,9.98
2358,2016,-36.77,-3.11
2358,2015,-32.3,-2.25
2358,2014,-5.15,-0.43
2358,2013,-16.55,-1.54
2358,2012,-2.98,-0.32
2358,2011,-3.41,-0.35
2358,2010,4.1,0.42
2358,2009,13.69,1.3
2358,2008,3.42,0.3
2358,2007,2.96,0.25
2358,2006,1.81,0.15
2358,2005,3.12,0.22
2358,2004,5.16,0.41
2358,2003,6.02,0.44
2358,2002,-52.34,-5.89
2358,2001,-128.07,-4.11
2358,2000,-58.82,-4.41
2359,2016,3.88,0.95
2359,2015,8.35,2.15
2359,2014,8.47,1.91
2359,2013,2.5,0.47
2359,2012,1.7,0.09
2359,2011,3.28,0.57
2359,2010,3.85,0.6
2359,2009,2.26,0.76
2359,2008,0.19,0.02
2359,2007,27.97,4.01
2359,2006,11.71,2.67
2359,2005,-1.69,-0.14
2359,2004,-14.28,-1.52
2359,2003,-2.47,-0.15
2359,2002,-26.29,-2.93
2359,2001,-16.46,-2.17
2359,2000,11.13,2.16
2360,2016,16.69,4.53
2360,2015,12.64,3.28
2360,2014,14.33,3.51
2360,2013,14.19,3.21
2360,2012,11.95,2.52
2360,2011,19.41,4.06
2360,2010,25.44,5.05
2360,2009,13.51,2.5
2360,2008,17.44,3.38
2360,2007,27.87,5.22
2360,2006,20.94,3.64
2360,2005,18.38,3.03
2360,2004,16.25,2.54
2360,2003,12.37,1.84
2360,2002,11.63,1.81
2360,2001,10.04,1.5
2360,2000,12.49,1.91
2362,2016,1.3,0.92
2362,2015,2.07,1.57
2362,2014,4.73,3.55
2362,2013,7.62,5.26
2362,2012,13.93,2.2
2362,2011,15.83,2.1
2362,2010,9.5,1.3
2362,2009,11.21,1.44
2362,2008,12.7,1.48
2362,2007,18.93,2.17
2362,2006,0.04,0.38
2362,2005,-7.51,-0.82
2362,2004,6.53,0.83
2362,2003,9.83,1.28
2362,2002,2.5,0.38
2362,2001,8.19,1.06
2362,2000,-9.92,-1.22
2363,2016,-2.75,-0.34
2363,2015,0.14,0.02
2363,2014,-1.54,-0.19
2363,2013,-3.89,-0.47
2363,2012,-17.99,-2.39
2363,2011,-6.56,-1.02
2363,2010,1.11,0.2
2363,2009,5.28,0.85
2363,2008,-51.96,-4.49
2363,2007,-11.58,-1.35
2363,2006,0.93,0.12
2363,2005,5.81,0.72
2363,2004,-11.34,-1.5
2363,2003,1.2,0.15
2363,2002,-25.97,-3.88
2363,2001,-3.32,-0.57
2363,2000,-1.21,-0.23
2364,2016,-36.11,-1.95
2364,2015,-27.82,-0.97
2364,2014,-24.03,-1.08
2364,2013,-19.21,-1.06
2364,2012,-19.85,-1.34
2364,2011,3.81,0.2
2364,2010,-8.1,-0.44
2364,2009,-12.14,-0.73
2364,2008,-5.69,-0.37
2364,2007,1.04,0.07
2364,2006,-31.01,-2.41
2364,2005,-17.42,-1.7
2364,2004,-8.02,-0.89
2364,2003,-12.7,-0.76
2364,2002,-18.55,-1.28
2364,2001,-21.35,-1.72
2364,2000,-25.83,-2.09
2365,2016,-7.89,-1.09
2365,2015,2.07,0.32
2365,2014,2.85,0.42
2365,2013,0.77,0.01
2365,2012,1.58,0.24
2365,2011,2.69,0.4
2365,2010,9.62,1.5
2365,2009,15.42,2.41
2365,2008,19.23,3.03
2365,2007,26.04,4.5
2365,2006,18.98,3.51
2365,2005,16.55,3.02
2365,2004,14.95,2.74
2365,2003,17.97,3.54
2365,2002,13.59,2.5
2365,2001,11.97,2.16
2365,2000,12.84,2.4
2367,2016,-7.91,-1.27
2367,2015,5.33,0.97
2367,2014,5.29,0.9
2367,2013,2.77,0.44
2367,2012,-5.74,-0.88
2367,2011,4.98,0.91
2367,2010,1.97,0.31
2367,2009,-3.93,-0.68
2367,2008,2.73,0.41
2367,2007,18.27,3.65
2367,2006,17.18,2.57
2367,2005,6.76,0.3
2367,2004,4.27,0.7
2367,2003,1.33,0.22
2367,2002,-7.62,-0.68
2367,2001,-6.9,-0.37
2367,2000,0.65,0.11
2368,2016,2.01,0.26
2368,2015,1.41,0.18
2368,2014,9.35,1.13
2368,2013,-13.29,-1.57
2368,2012,-21.16,-3.17
2368,2011,-4.7,-0.75
2368,2010,1.39,0.23
2368,2009,-1.7,-0.28
2368,2008,3.53,0.6
2368,2007,15.52,2.66
2368,2006,16.09,2.51
2368,2005,15.84,2.29
2368,2004,11.64,2.23
2368,2003,-1.52,0.1
2368,2002,-19.68,-5.8
2368,2001,-2.83,-0.54
2368,2000,9.91,2.18
2369,2016,3.68,0.62
2369,2015,-1.34,-0.21
2369,2014,2.85,0.5
2369,2013,5.43,0.97
2369,2012,5.81,1
2369,2011,6.32,1.09
2369,2010,12.93,2.17
2369,2009,4.38,0.79
2369,2008,4.07,0.71
2369,2007,5.84,0.98
2369,2006,3.99,0.61
2369,2005,-1.48,-0.23
2369,2004,8.7,1.34
2369,2003,9.75,1.47
2369,2002,-9.55,-1.43
2369,2001,3.1,0.49
2369,2000,8.84,1.47
2371,2016,-5.2,-1.04
2371,2015,-19.49,-1.35
2371,2014,-4.81,0.16
2371,2013,-8.5,-0.7
2371,2012,-22.21,-1.52
2371,2011,-15.15,0.6
2371,2010,-18,-0.63
2371,2009,-42.23,-2.1
2371,2008,-15.98,-1.53
2371,2007,9.59,0.81
2371,2006,-15.89,-1.97
2371,2005,-13.1,-1.49
2371,2004,9.88,1.12
2371,2003,0.34,0.03
2371,2002,-10.69,-1.29
2371,2001,-17.39,-2.06
2371,2000,10,0.88
2373,2016,16.7,4.02
2373,2015,15.73,3.8
2373,2014,14.77,3.46
2373,2013,17.97,3.9
2373,2012,16.41,3.51
2373,2011,16.24,3.42
2373,2010,12.06,2.41
2373,2009,12.58,2.1
2373,2008,10.89,1.81
2373,2007,9.7,1.83
2373,2006,7.42,1.76
2373,2005,12.08,1.89
2373,2004,6.59,1.12
2373,2003,14.49,1.96
2373,2002,17.82,2.31
2373,2001,-57.86,-5.03
2373,2000,4.71,0.55
2374,2016,5.06,1.39
2374,2015,9.33,1.71
2374,2014,1.74,0.33
2374,2013,4.15,1.08
2374,2012,11.57,3.02
2374,2011,10.24,2.45
2374,2010,24.46,5.39
2374,2009,26.29,5
2374,2008,18.83,3.26
2374,2007,33.1,5.37
2374,2006,18.96,2.5
2374,2005,20.64,2.42
2374,2004,2.65,0.3
2374,2003,13.03,1.79
2374,2002,1.05,0.28
2374,2001,13.77,1.7
2374,2000,12.08,1.26
2375,2016,-6.57,-0.66
2375,2015,2.24,0.52
2375,2014,5.79,1
2375,2013,31.12,4.37
2375,2012,-8.45,-0.74
2375,2011,-19.93,-1.98
2375,2010,-1.99,-0.22
2375,2009,-50.75,-4.1
2375,2008,-8.88,-0.81
2375,2007,-3.15,-0.35
2375,2006,-12.19,-1.36
2375,2005,-2.42,-0.37
2375,2004,1.91,0.28
2375,2003,3.36,0.52
2375,2002,3.41,0.52
2375,2001,6.51,0.95
2375,2000,1.98,0.26
2376,2016,10.04,3.64
2376,2015,8.52,3.05
2376,2014,10.81,3.82
2376,2013,11.19,3.76
2376,2012,7.52,2.48
2376,2011,7.54,2.46
2376,2010,10.26,3.29
2376,2009,10.37,3.24
2376,2008,5.95,1.76
2376,2007,6.78,1.98
2376,2006,0.27,0.29
2376,2005,6.82,2.03
2376,2004,8.66,2.6
2376,2003,19.28,5.81
2376,2002,17.45,5.25
2376,2001,24.13,7.01
2376,2000,28.02,7.97
2377,2016,18.57,5.79
2377,2015,14.74,4.39
2377,2014,12.7,3.57
2377,2013,8.89,2.34
2377,2012,3.85,1
2377,2011,1.36,0.32
2377,2010,2.08,0.49
2377,2009,0.94,0.23
2377,2008,9.13,2.25
2377,2007,12.89,3.07
2377,2006,5.97,1.42
2377,2005,6,1.5
2377,2004,2.32,0.59
2377,2003,16.38,4.5
2377,2002,22.55,6.03
2377,2001,35.53,10.17
2377,2000,28.79,7.44
2379,2016,13.48,6.02
2379,2015,10.94,4.81
2379,2014,18.7,7.71
2379,2013,16.31,6.02
2379,2012,12.73,4.53
2379,2011,9.34,3.24
2379,2010,9.85,3.46
2379,2009,12.95,4.41
2379,2008,5.43,1.88
2379,2007,10.1,3.3
2379,2006,13.94,3.25
2379,2005,10.68,2.5
2379,2004,9.73,2.39
2379,2003,16.23,4.28
2379,2002,25.77,5.95
2379,2001,37.22,6.73
2379,2000,40.81,7.66
2380,2016,-10.07,-1.45
2380,2015,-6.43,-1.01
2380,2014,-2.39,-0.39
2380,2013,-6.8,-1.14
2380,2012,-7.82,-1.41
2380,2011,0.98,0.22
2380,2010,1.99,0.44
2380,2009,-0.35,0.09
2380,2008,2.77,0.53
2380,2007,9.55,1.89
2380,2006,8.36,1.63
2380,2005,17.33,3.2
2380,2004,10.15,1.82
2380,2003,18.34,3.22
2380,2002,8.85,1.46
2380,2001,19.03,3.37
2380,2000,39.83,6.84
2382,2016,11.02,3.93
2382,2015,12.67,4.62
2382,2014,14.19,4.9
2382,2013,14.77,4.84
2382,2012,18.37,6.01
2382,2011,19.35,6.02
2382,2010,16.58,4.89
2382,2009,22.59,6.09
2382,2008,22.55,5.58
2382,2007,22.81,5.33
2382,2006,9.27,3.86
2382,2005,5.52,3.37
2382,2004,18.8,3.86
2382,2003,23.99,4.82
2382,2002,24.47,4.42
2382,2001,33.01,5.73
2382,2000,29.69,5.21
2383,2016,27.46,8.7
2383,2015,26.78,7.55
2383,2014,20.44,4.91
2383,2013,12.7,2.69
2383,2012,18.87,3.73
2383,2011,16.06,2.87
2383,2010,26.47,4.3
2383,2009,20.33,2.8
2383,2008,4.5,0.49
2383,2007,14.03,1.52
2383,2006,18.27,1.78
2383,2005,5.72,0.53
2383,2004,13.4,1.36
2383,2003,-8.1,-1.04
2383,2002,-7.99,-0.7
2383,2001,-5.37,-0.45
2383,2000,10.79,1.42
2385,2016,15.77,5.24
2385,2015,16.92,5.66
2385,2014,18.58,6.22
2385,2013,19.2,5.83
2385,2012,22.22,6.05
2385,2011,26.04,6.85
2385,2010,26.91,6.27
2385,2009,30.24,6.2
2385,2008,34.3,5.79
2385,2007,35.81,5.76
2385,2006,25.02,3.82
2385,2005,12.75,1.62
2385,2004,20.91,2.87
2385,2003,38.97,5.62
2385,2002,30.9,4.14
2385,2001,32.31,3.13
2385,2000,18.49,0.15
2387,2016,6.41,2.11
2387,2015,9.09,2.35
2387,2014,8.61,1.95
2387,2013,1.3,0.3
2387,2012,-0.98,-0.13
2387,2011,2.91,0.89
2387,2010,20,3.77
2387,2009,21.11,3.47
2387,2008,17.06,2.86
2387,2007,20.68,3
2387,2006,18.66,2.67
2387,2005,23.25,3.24
2387,2004,23.02,2.56
2387,2003,24.72,2.52
2387,2002,26.28,2.12
2387,2001,9.32,1.37
2387,2000,7.52,1.11
2388,2016,4.63,0.41
2388,2015,29.97,1.82
2388,2014,-60.88,-3.18
2388,2013,-31.55,-2.57
2388,2012,-59.38,-8.26
2388,2011,-38.35,-3.48
2388,2010,-10.67,-0.94
2388,2009,-45.89,-5.34
2388,2008,-48.95,-3.11
2388,2007,-39.48,-3.82
2388,2006,-6.67,-0.9
2388,2005,0.41,0.1
2388,2004,-27.93,-3.84
2388,2003,-7.85,-1.32
2388,2002,1.58,0.38
2388,2001,22.36,5.62
2388,2000,36.55,11.34
2390,2016,-1.96,-0.23
2390,2015,6.67,0.81
2390,2014,-2.99,-0.35
2390,2013,2.13,0.24
2390,2012,0.4,0.04
2390,2011,-5.19,-0.6
2390,2010,-5.98,-0.73
2390,2009,-1.91,-0.23
2390,2008,0.26,0.03
2390,2007,-1.44,-0.18
2390,2006,4.78,0.74
2390,2005,-18.72,-2.28
2390,2004,1.45,0.21
2390,2003,-9.15,-1.25
2390,2002,4.9,0.66
2390,2001,6.93,0.92
2390,2000,23.22,3.47
2392,2016,2.72,1.55
2392,2015,5.9,3.22
2392,2014,6.65,3.51
2392,2013,7.7,4.19
2392,2012,9.24,3.96
2392,2011,8.34,4.58
2392,2010,9.08,3.75
2392,2009,7.09,3.08
2392,2008,9.46,4.33
2392,2007,13.47,5.74
2392,2006,18.05,6.57
2392,2005,17.31,5.39
2392,2004,17.35,5.01
2392,2003,11.75,3.51
2392,2002,14.62,4.17
2392,2001,12.54,3.59
2392,2000,15.4,3.27
2393,2016,10.31,4.13
2393,2015,10.15,4.27
2393,2014,12.49,5.12
2393,2013,9.23,3.51
2393,2012,3.46,1.3
2393,2011,8.06,3.14
2393,2010,15.2,5.52
2393,2009,14.78,4.89
2393,2008,13.58,3.73
2393,2007,23.74,6.55
2393,2006,23.9,5.91
2393,2005,22.17,5.04
2393,2004,20.79,4.22
2393,2003,19.41,3.91
2393,2002,13.55,2.64
2393,2001,1.52,0.27
2393,2000,9.66,1.57
2395,2016,23.3,8.96
2395,2015,22.3,8.08
2395,2014,23.51,7.8
2395,2013,22.22,7.26
2395,2012,20.81,6.22
2395,2011,24.36,6.44
2395,2010,22.99,6.06
2395,2009,14.25,3.5
2395,2008,19.88,5.13
2395,2007,20.86,6.11
2395,2006,22,6.3
2395,2005,23.73,6.05
2395,2004,31.32,5.91
2395,2003,19.4,3.17
2395,2002,26.77,4.32
2395,2001,31,5
2395,2000,32.83,5.39
2397,2016,16.89,4.59
2397,2015,12.11,3.13
2397,2014,11.74,2.95
2397,2013,9.01,2.21
2397,2012,7.71,1.88
2397,2011,7.49,1.79
2397,2010,5.15,1.24
2397,2009,10.54,2.66
2397,2008,17.74,4.57
2397,2007,21.32,5.56
2397,2006,19.66,5.09
2397,2005,14.87,3.66
2397,2004,4.33,1
2397,2003,3.37,0.78
2397,2002,4.3,1.01
2397,2001,12.72,3.03
2397,2000,14.48,3.18
2399,2016,-1.42,-0.18
2399,2015,-4.38,-0.59
2399,2014,-2.63,-0.37
2399,2013,4.77,0.69
2399,2012,3.7,0.55
2399,2011,11.33,1.72
2399,2010,10.06,1.52
2399,2009,16.19,2.29
2399,2008,8.39,1.08
2399,2007,19.96,2.55
2399,2006,14.97,1.63
2399,2005,14.26,1.63
2399,2004,-11.24,-1.31
2399,2003,19.12,2.52
2399,2002,12.46,1.58
2399,2001,-23.59,-3.17
2399,2000,-15.9,-2.58
2401,2016,2.49,0.2
2401,2015,7.73,1
2401,2014,8.33,0.72
2401,2013,1.25,0.09
2401,2012,-6.01,-1.15
2401,2011,-16.08,-3.37
2401,2010,6.75,1.3
2401,2009,3.88,0.64
2401,2008,0.58,0.01
2401,2007,12.58,3.53
2401,2006,17.15,2.94
2401,2005,14.81,2.56
2401,2004,18.69,3.15
2401,2003,14.71,2.6
2401,2002,16.6,3.07
2401,2001,22.07,4.03
2401,2000,36.27,5.88
2402,2016,0.45,0.1
2402,2015,0.71,0.16
